"ligand","ligand_cell","receptor","associated_genes","receptor_cell","pathway","score"
"Spp1","EC_WT","Itgb1","Igf1,Comp,Lpar6,Tsc1,Cdkn1b,Foxo3,Creb3l2","EC_WT","mmu04151","0.601233685462876"
"Spp1","FAP_WT","Itgb1","Pdgfa,Pdgfrb,Itga7","FAP_WT","mmu04151","0.647340543564091"
"Spp1","EC_WT","Itgb1","Vegfa,Pgf,Nras,Tlr2,Syk,Itgav","EC_WT","mmu04151","0.767211428666216"
"Spp1","EC_WT","Itgb1","Il2rg,Spp1,Itgb5,Gng2,Bcl2l11,Casp9","EC_WT","mmu04151","0.605433326932604"
"Spp1","FAP_WT","Itgb1","Il2rg,Spp1,Itgb5,Gng2,Bcl2l11,Casp9","FAP_WT","mmu04151","0.703544129871812"
"Spp1","EC_WT","Itgb1","Il4ra,Jak1,Itga5,Ppp2r1a,Ppp2r1b,Ppp2r5c,Myc,Cdk2,Cdk4,Ccne1,Trp53","FAP_WT","mmu04151","0.680490449734792"
"Spp1","FAP_WT","Itgb1","Lamb2,Tnxb,Ppp2r3d","FAP_WT","mmu04151","0.645879402914531"
"Spp1","FAP_WT","Itgb1","Itga9,Mtor,Ccnd1,Bcl2l1","FAP_WT","mmu04151","0.634040848440377"
"Spp1","EC_WT","Itgb1","Plcg1,Fyn,Ablim1,Nck2,Srgap2,Pik3r1,Ssh1,Ssh2","EC_WT","mmu04360","0.657058384151923"
"Spp1","EC_WT","Itgb1","Pak4,Gnai2,Plxna1,Limk1,Cfl1,Rhod,Fes,Sema6b,Plxnb2,Pik3cd,Pard6a,Ssh3","FAP_WT","mmu04360","0.668752709203476"
"Spp1","FAP_WT","Itgb1","Rgs3,Cxcl12,Limk2,Sema7a,Ilk","FAP_WT","mmu04360","0.661731502013801"
"Spp1","EC_WT","Itgb1","Lamb2,Tnxb,Itga6,Itga9,Myl9,Ppp1r12b,Ppp1r12c,Pik3r1,Fyn,Ccnd2","FAP_WT","mmu04510","0.627227632008909"
"Spp1","EC_WT","Itgb1","Spp1,Itgav,Itgb5","EC_WT","mmu04510","0.777993690816633"
"Spp1","FAP_WT","Itgb1","Spp1,Itgav,Itgb5","FAP_WT","mmu04510","0.727934657204112"
"Spp1","FAP_WT","Itgb1","Vtn,Itga7,Pdgfa,Pdgfrb,Shc1","FAP_WT","mmu04510","0.660430646886407"
"Spp1","EC_WT","Itgb1","Rhoa,Myl12b,Mylpf,Bcl2","EC_WT","mmu04510","0.648948815804612"
"Spp1","EC_WT","Itgb1","Rhoa,Myl12b,Mylpf,Bcl2","FAP_WT","mmu04510","0.607406229631336"
"Spp1","FAP_WT","Itgb1","Col1a1,Col1a2,Col6a2,Col6a1,Col6a3,Lama4,Lamb1,Lamc1,Comp,Thbs2,Thbs3,Thbs4,Fn1,Tnc,Itgb1,Dag1","FAP_WT","mmu04512","0.607892090491769"
"Spp1","FAP_WT","Itgb1","Lamb2,Tnxb,Itga6,Itga9","FAP_WT","mmu04512","0.676263450672975"
"Spp1","EC_WT","Itgb1","Itgav,Cd44,Sdc4,Hmmr","EC_WT","mmu04512","0.694597409356567"
"Spp1","FAP_WT","Itgb1","H2-Q1,H2-T22,H2-T23,H2-D1,H2-K1,Gm11127,Gm7030,Sdc1,Sdc3","FAP_WT","mmu04514","0.630790229026437"
"Spp1","FAP_WT","Itgb1","H2-Q4,Itgb1,Vcam1,Glg1","FAP_WT","mmu04514","0.673396976334859"
"Spp1","EC_WT","Itgb1","Pvr,Sdc4,Itgav,Vcan","EC_WT","mmu04514","0.650548189632589"
"Spp1","EC_WT","Itgb1","Orai1,Apbb1ip,Adcy3,Pik3cd,Syk,Fcer1g","EC_WT","mmu04611","0.77378770901948"
"Spp1","EC_WT","Itgb1","Itpr2,Plcb3,Lyn","EC_WT","mmu04611","0.649688083511226"
"Spp1","FAP_WT","Itgb1","Itpr3,Stim1,Adcy9,Pik3r1,Fyn,Ptgs1","FAP_WT","mmu04611","0.65109143853046"
"Spp1","EC_WT","Itgb1","Pecam1,Cdh5,Pik3r1,Mmp2,Plcg1,Myl9,Mllt4","FAP_WT","mmu04670","0.607515745082215"
"Spp1","EC_WT","Itgb1","Ezr,Pik3cd,Cyba,Cxcr4","EC_WT","mmu04670","0.703611006933382"
"Spp1","EC_WT","Itgb1","Actb,Gnai2,Vav2","FAP_WT","mmu04670","0.612431102086636"
"Spp1","FAP_WT","Itgb1","Pdgfa,Pdgfrb,Itga7,Pip5k1a,Pip4k2c,Arpc1a","FAP_WT","mmu04810","0.642876438229664"
"Spp1","EC_WT","Itgb1","Itga6,Itga9,Rras,Pik3r1,Araf,Ppp1r12b,Ppp1r12c,Myl9,Myl12b","FAP_WT","mmu04810","0.642762346508018"
"Spp1","EC_WT","Itgb1","Vav3,Mylpf,Tmsb4x","FAP_WT","mmu04810","0.606335768642252"
"Spp1","EC_WT","Itgb1","Pik3cd,Arpc4,Mad2l2","EC_WT","mmu05100","0.792633157033763"
"Spp1","EC_WT","Itgb1","Wasf2,Dnm2,Ilk","EC_WT","mmu05100","0.638878766443437"
"Spp1","EC_WT","Itgb1","Itga5,Cfl1,Myd88,Rela,Mapk3,Gnai2,Nod1","FAP_WT","mmu05133","0.603780580325575"
"Spp1","EC_WT","Itgb1","Calm3,Casp7,Tirap,Irak4","FAP_WT","mmu05133","0.618391293614285"
"Spp1","EC_WT","Itgb1","Pycard,Il1b,C1qa,C1qc,Cd14,Ticam1,Tnf","EC_WT","mmu05133","0.796418149189774"
"Spp1","EC_WT","Itgb1","Tlr2,Il1b,Tnf,C3,Fcgr3,Ptgs2,Ifngr2,H2-Aa,H2-Ab1,H2-Eb1,H2-DMa,Marcksl1","EC_WT","mmu05140","0.807679162246278"
"Spp1","EC_WT","Itgb1","Stat1,Igtp,Irak4,Mapk3,Rela,Tnfrsf1a,Gnai2,Akt1,Tyk2,Stat3,Tgfb1","FAP_WT","mmu05145","0.601549357126368"
"Spp1","EC_WT","Itgb1","H2-Aa,H2-Ab1,H2-Eb1,H2-DMa,Tnf,Pik3cd,Ppif","EC_WT","mmu05145","0.741394804263907"
"Spp1","FAP_WT","Itgb1","Tab1,Casp9,Pik3r2,Akt2","EC_WT","mmu05145","0.631484763776781"
"Spp1","FAP_WT","Itgb1","Nfkbia,Bcl2l1,Ldlr,Cycs","FAP_WT","mmu05145","0.617807337867754"
"Spp1","EC_WT","Itgb1","Bcl2,Hspa1l,Hspa1a,Hspa2,Hspa1b,Lamb2,Il10rb,Tgfb3","EC_WT","mmu05145","0.7086213142359"
"Spp1","EC_WT","Itgb1","Birc5,Stat1,Cdk4,Tpm3,E2f1,Cks1b,Cks2,Skp2,Ccne1,Hdac1,Mlh1,Msh2,Msh6,Rad51,Casp8,Fh1","FAP_WT","mmu05200","0.670467364675501"
"Spp1","EC_WT","Itgb1","Lpar6,Itga6,Pik3r1,Foxo1,Cdkn1b","EC_WT","mmu05200","0.602449359962148"
"Spp1","EC_WT","Itgb1","Lpar6,Itga6,Pik3r1,Foxo1,Cdkn1b","FAP_WT","mmu05200","0.627357407279872"
"Spp1","EC_WT","Itgb1","Cxcr4,Adcy3,Pik3cd,Stat5a,Runx1,Cebpa,Csf2ra,Bid","EC_WT","mmu05200","0.664879061495049"
"Spp1","FAP_WT","Itgb1","Adcy9,Lamb2,Bcl2l1,Mtor","FAP_WT","mmu05200","0.735099509714871"
"Spp1","EC_WT","Itgb1","Gng11,Gngt2,Bcl2,Rala","FAP_WT","mmu05200","0.737229897309964"
"Spp1","EC_WT","Itgb1","Pgf,Stk4,Bmp2","EC_WT","mmu05200","0.67484387397892"
"Spp1","EC_WT","Itgb1","Pgf,Stk4,Bmp2","FAP_WT","mmu05200","0.653335508064281"
"Spp1","EC_WT","Itgb1","Cd44,Nras,Tlr2,Mdm2,Plau,Itgav,Sdc4,Hbegf","EC_WT","mmu05205","0.650286645648011"
"Spp1","EC_WT","Itgb1","Mras,Gab1,Itpr2,Mmp2,Fas,Fn1,Fzd1,Fzd5,Plcg1,Col1a1,Col1a2","EC_WT","mmu05205","0.689610947850178"
"Spp1","FAP_WT","Itgb1","Flnb,Ppp1r12b,Itpr3,Mtor,Tfap4","FAP_WT","mmu05205","0.634444703883675"
"Spp1","EC_WT","Itgb1","Pik3cd,Cd63,Tnf,Itgb5","EC_WT","mmu05205","0.758870617361513"
"Spp1","FAP_WT","Itgb1","Casp3,Sdc1,Gpc1,Smo","FAP_WT","mmu05205","0.768593308956587"
"Spp1","EC_WT","Itgb1","Rxra,Trp53,Cdk2,E2f3,Akt1,Rela,Traf2,Traf4","FAP_WT","mmu05222","0.702472713713853"
"Spp1","EC_WT","Itgb1","Bcl2,Lamb2,Bcl2l1","EC_WT","mmu05222","0.644554886087514"
"Spp1","FAP_WT","Itgb1","Bcl2,Lamb2,Bcl2l1","FAP_WT","mmu05222","0.714817149118764"
"Spp1","EC_WT","Itgb1","Cycs,Cdk4,Ccnd1,Cks1b,Cks2,Skp2,Ccne1,E2f1","FAP_WT","mmu05222","0.613247325392559"
"Spp1","FAP_WT","Itgb1","Casp9,Pik3r2,Akt2","EC_WT","mmu05222","0.611411377478624"
"Spp1","EC_WT","Itgb1","Prkab2,Prkag2,Ace,Igf1","FAP_WT","mmu05410","0.703606645400459"
"Spp1","FAP_WT","Itgb1","Itgb5,Tcf7l2,Cacnb3","FAP_WT","mmu05412","0.785238855974826"
"Spp1","EC_WT","Itgb1","Itga6,Itga9,Adcy9","FAP_WT","mmu05414","0.610344843843266"
"Spp1","FAP_WT","Itgb1","Itga6,Itga9,Adcy9","FAP_WT","mmu05414","0.614810480209489"
"Spp1","EC_WT","Itgb1","Emd,Lmna,Tnf","EC_WT","mmu05414","0.710123311033823"
"Spp1","EC_WT","Itgb3","Rap1a,Rap1b,Calm2,Rala,Cdc42,Prkci,Kras","FAP_WT","mmu04015","0.6252235336779"
"Spp1","FAP_WT","Itgb3","Calm1,Rhoa,Map2k6","FAP_WT","mmu04015","0.601969899034684"
"Spp1","EC_WT","Itgb3","Calm3,Pfn1,Pard6a,Map2k2,Akt1","FAP_WT","mmu04015","0.672219030794761"
"Spp1","EC_WT","Itgb3","Adcy3,Apbb1ip,Pik3cd","EC_WT","mmu04015","0.79023514631855"
"Spp1","FAP_WT","Itgb3","Adcy9,Rapgef1,Sipa1,Sipa1l2,Id1","FAP_WT","mmu04015","0.661871065298149"
"Spp1","EC_WT","Itgb3","Actb,H2-Q7,H2-T23,H2-T24,H2-T9,H2-T10,Hgs,Tcirg1,Tap1","FAP_WT","mmu04145","0.610236172990373"
"Spp1","FAP_WT","Itgb3","Sec22b,H2-T22,Tubb2a,Tubb2b","FAP_WT","mmu04145","0.636243395978506"
"Spp1","EC_WT","Itgb3","H2-Q1,Gm11127,Gm7030,Rab5c,Tfrc,Tuba4a,Tuba1a,Tuba1c,Tuba1b,Tubb4b,Tubb6,Tubb5,Sec61a1,Tap2,Calr,Itga5,Scarb1","FAP_WT","mmu04145","0.661394416730182"
"Spp1","EC_WT","Itgb3","H2-Q10,H2-Aa,H2-Ab1,H2-Eb1,H2-DMa,Atp6v1b2,Atp6v0d1,Ctss,Fcgr3,C3,Itgb5,Tlr2,Cd14","EC_WT","mmu04145","0.784332459197076"
"Spp1","EC_WT","Itgb3","Atp6v1f,Atp6v1g1,Atp6v0b","FAP_WT","mmu04145","0.800330479886819"
"Spp1","EC_WT","Itgb3","Igf1,Comp,Lpar6,Tsc1,Cdkn1b,Foxo3,Creb3l2","EC_WT","mmu04151","0.601233685462876"
"Spp1","FAP_WT","Itgb3","Pdgfa,Pdgfrb,Itga7","FAP_WT","mmu04151","0.647340543564091"
"Spp1","EC_WT","Itgb3","Vegfa,Pgf,Nras,Tlr2,Syk,Itgav","EC_WT","mmu04151","0.767211428666216"
"Spp1","EC_WT","Itgb3","Il2rg,Spp1,Itgb5,Gng2,Bcl2l11,Casp9","EC_WT","mmu04151","0.605433326932604"
"Spp1","FAP_WT","Itgb3","Il2rg,Spp1,Itgb5,Gng2,Bcl2l11,Casp9","FAP_WT","mmu04151","0.703544129871812"
"Spp1","EC_WT","Itgb3","Il4ra,Jak1,Itga5,Ppp2r1a,Ppp2r1b,Ppp2r5c,Myc,Cdk2,Cdk4,Ccne1,Trp53","FAP_WT","mmu04151","0.680490449734792"
"Spp1","FAP_WT","Itgb3","Lamb2,Tnxb,Ppp2r3d","FAP_WT","mmu04151","0.645879402914531"
"Spp1","FAP_WT","Itgb3","Itga9,Mtor,Ccnd1,Bcl2l1","FAP_WT","mmu04151","0.634040848440377"
"Spp1","EC_WT","Itgb3","Pik3cd,Il1b,Tnf,Fosb,Fcgr3,Sirpa,Tyrobp,Syk","EC_WT","mmu04380","0.865458376230239"
"Spp1","EC_WT","Itgb3","Ifngr2,Acp5,Sqstm1","EC_WT","mmu04380","0.736867243778904"
"Spp1","EC_WT","Itgb3","Lamb2,Tnxb,Itga6,Itga9,Myl9,Ppp1r12b,Ppp1r12c,Pik3r1,Fyn,Ccnd2","FAP_WT","mmu04510","0.627227632008909"
"Spp1","EC_WT","Itgb3","Spp1,Itgav,Itgb5","EC_WT","mmu04510","0.777993690816633"
"Spp1","FAP_WT","Itgb3","Spp1,Itgav,Itgb5","FAP_WT","mmu04510","0.727934657204112"
"Spp1","FAP_WT","Itgb3","Vtn,Itga7,Pdgfa,Pdgfrb,Shc1","FAP_WT","mmu04510","0.660430646886407"
"Spp1","EC_WT","Itgb3","Rhoa,Myl12b,Mylpf,Bcl2","EC_WT","mmu04510","0.648948815804612"
"Spp1","EC_WT","Itgb3","Rhoa,Myl12b,Mylpf,Bcl2","FAP_WT","mmu04510","0.607406229631336"
"Spp1","FAP_WT","Itgb3","Col1a1,Col1a2,Col6a2,Col6a1,Col6a3,Lama4,Lamb1,Lamc1,Comp,Thbs2,Thbs3,Thbs4,Fn1,Tnc,Itgb1,Dag1","FAP_WT","mmu04512","0.607892090491769"
"Spp1","FAP_WT","Itgb3","Lamb2,Tnxb,Itga6,Itga9","FAP_WT","mmu04512","0.676263450672975"
"Spp1","EC_WT","Itgb3","Itgav,Cd44,Sdc4,Hmmr","EC_WT","mmu04512","0.694597409356567"
"Spp1","EC_WT","Itgb3","Orai1,Apbb1ip,Adcy3,Pik3cd,Syk,Fcer1g","EC_WT","mmu04611","0.77378770901948"
"Spp1","EC_WT","Itgb3","Itpr2,Plcb3,Lyn","EC_WT","mmu04611","0.649688083511226"
"Spp1","FAP_WT","Itgb3","Itpr3,Stim1,Adcy9,Pik3r1,Fyn,Ptgs1","FAP_WT","mmu04611","0.65109143853046"
"Spp1","EC_WT","Itgb3","Il1b,Tnf,Cd44,Tfrc,Csf2ra,Il3ra,Il4ra,Cd14","EC_WT","mmu04640","0.751567629244849"
"Spp1","EC_WT","Itgb3","Csf1,Cd1d1,Itga5","FAP_WT","mmu04640","0.610509933573274"
"Spp1","EC_WT","Itgb3","Cd34,Cd9,Itga6","FAP_WT","mmu04640","0.713594507160039"
"Spp1","FAP_WT","Itgb3","Pdgfa,Pdgfrb,Itga7,Pip5k1a,Pip4k2c,Arpc1a","FAP_WT","mmu04810","0.642876438229664"
"Spp1","EC_WT","Itgb3","Itga6,Itga9,Rras,Pik3r1,Araf,Ppp1r12b,Ppp1r12c,Myl9,Myl12b","FAP_WT","mmu04810","0.642762346508018"
"Spp1","EC_WT","Itgb3","Vav3,Mylpf,Tmsb4x","FAP_WT","mmu04810","0.606335768642252"
"Spp1","EC_WT","Itgb3","Prkaca,Mapk3,Trp53,Rxra,Kat2a,Med16,Med24,Slc9a1,Akt1,Actb","FAP_WT","mmu04919","0.630212761822705"
"Spp1","EC_WT","Itgb3","Kras,Hdac2,Atp1b1,Rheb","FAP_WT","mmu04919","0.650788133717715"
"Spp1","EC_WT","Itgb3","Thra,Ncoa1,Plcg1,Foxo1","EC_WT","mmu04919","0.660986954768022"
"Spp1","FAP_WT","Itgb3","Med27,Atp1b3,Mtor","FAP_WT","mmu04919","0.722532880344109"
"Spp1","EC_WT","Itgb3","Cd44,Nras,Tlr2,Mdm2,Plau,Itgav,Sdc4,Hbegf","EC_WT","mmu05205","0.650286645648011"
"Spp1","EC_WT","Itgb3","Mras,Gab1,Itpr2,Mmp2,Fas,Fn1,Fzd1,Fzd5,Plcg1,Col1a1,Col1a2","EC_WT","mmu05205","0.689610947850178"
"Spp1","FAP_WT","Itgb3","Flnb,Ppp1r12b,Itpr3,Mtor,Tfap4","FAP_WT","mmu05205","0.634444703883675"
"Spp1","EC_WT","Itgb3","Pik3cd,Cd63,Tnf,Itgb5","EC_WT","mmu05205","0.758870617361513"
"Spp1","FAP_WT","Itgb3","Casp3,Sdc1,Gpc1,Smo","FAP_WT","mmu05205","0.768593308956587"
"Spp1","EC_WT","Itgb3","Cdc25a,Cdc25b,Ccne1,Stmn1,Myc,Casp3,Dnmt1,E2f3,Cd44,Itga5,Plau,Tnc,Abcc1,Trp53,E2f1,Ezh2,Cdca5,Kif23,Vim","FAP_WT","mmu05206","0.610636014352745"
"Spp1","FAP_WT","Itgb3","Dnmt3a,Crebbp,Abl1,Bmf,Stat3,Notch1,Shc1,Pdgfa,Pdgfrb","FAP_WT","mmu05206","0.656359225990404"
"Spp1","EC_WT","Itgb3","Prkab2,Prkag2,Ace,Igf1","FAP_WT","mmu05410","0.703606645400459"
"Spp1","FAP_WT","Itgb3","Itgb5,Tcf7l2,Cacnb3","FAP_WT","mmu05412","0.785238855974826"
"Spp1","EC_WT","Itgb3","Itga6,Itga9,Adcy9","FAP_WT","mmu05414","0.610344843843266"
"Spp1","FAP_WT","Itgb3","Itga6,Itga9,Adcy9","FAP_WT","mmu05414","0.614810480209489"
"Spp1","EC_WT","Itgb3","Emd,Lmna,Tnf","EC_WT","mmu05414","0.710123311033823"
"Spp1","EC_WT","Itgb5","Actb,H2-Q7,H2-T23,H2-T24,H2-T9,H2-T10,Hgs,Tcirg1,Tap1","FAP_WT","mmu04145","0.610236172990373"
"Spp1","FAP_WT","Itgb5","Sec22b,H2-T22,Tubb2a,Tubb2b","FAP_WT","mmu04145","0.636243395978506"
"Spp1","EC_WT","Itgb5","H2-Q1,Gm11127,Gm7030,Rab5c,Tfrc,Tuba4a,Tuba1a,Tuba1c,Tuba1b,Tubb4b,Tubb6,Tubb5,Sec61a1,Tap2,Calr,Itga5,Scarb1","FAP_WT","mmu04145","0.661394416730182"
"Spp1","EC_WT","Itgb5","H2-Q10,H2-Aa,H2-Ab1,H2-Eb1,H2-DMa,Atp6v1b2,Atp6v0d1,Ctss,Fcgr3,C3,Itgb5,Tlr2,Cd14","EC_WT","mmu04145","0.784332459197076"
"Spp1","EC_WT","Itgb5","Atp6v1f,Atp6v1g1,Atp6v0b","FAP_WT","mmu04145","0.800330479886819"
"Spp1","EC_WT","Itgb5","Igf1,Comp,Lpar6,Tsc1,Cdkn1b,Foxo3,Creb3l2","EC_WT","mmu04151","0.601233685462876"
"Spp1","FAP_WT","Itgb5","Pdgfa,Pdgfrb,Itga7","FAP_WT","mmu04151","0.647340543564091"
"Spp1","EC_WT","Itgb5","Vegfa,Pgf,Nras,Tlr2,Syk,Itgav","EC_WT","mmu04151","0.767211428666216"
"Spp1","EC_WT","Itgb5","Il2rg,Spp1,Itgb5,Gng2,Bcl2l11,Casp9","EC_WT","mmu04151","0.605433326932604"
"Spp1","FAP_WT","Itgb5","Il2rg,Spp1,Itgb5,Gng2,Bcl2l11,Casp9","FAP_WT","mmu04151","0.703544129871812"
"Spp1","EC_WT","Itgb5","Il4ra,Jak1,Itga5,Ppp2r1a,Ppp2r1b,Ppp2r5c,Myc,Cdk2,Cdk4,Ccne1,Trp53","FAP_WT","mmu04151","0.680490449734792"
"Spp1","FAP_WT","Itgb5","Lamb2,Tnxb,Ppp2r3d","FAP_WT","mmu04151","0.645879402914531"
"Spp1","FAP_WT","Itgb5","Itga9,Mtor,Ccnd1,Bcl2l1","FAP_WT","mmu04151","0.634040848440377"
"Spp1","EC_WT","Itgb5","Lamb2,Tnxb,Itga6,Itga9,Myl9,Ppp1r12b,Ppp1r12c,Pik3r1,Fyn,Ccnd2","FAP_WT","mmu04510","0.627227632008909"
"Spp1","EC_WT","Itgb5","Spp1,Itgav,Itgb5","EC_WT","mmu04510","0.777993690816633"
"Spp1","FAP_WT","Itgb5","Spp1,Itgav,Itgb5","FAP_WT","mmu04510","0.727934657204112"
"Spp1","FAP_WT","Itgb5","Vtn,Itga7,Pdgfa,Pdgfrb,Shc1","FAP_WT","mmu04510","0.660430646886407"
"Spp1","EC_WT","Itgb5","Rhoa,Myl12b,Mylpf,Bcl2","EC_WT","mmu04510","0.648948815804612"
"Spp1","EC_WT","Itgb5","Rhoa,Myl12b,Mylpf,Bcl2","FAP_WT","mmu04510","0.607406229631336"
"Spp1","FAP_WT","Itgb5","Col1a1,Col1a2,Col6a2,Col6a1,Col6a3,Lama4,Lamb1,Lamc1,Comp,Thbs2,Thbs3,Thbs4,Fn1,Tnc,Itgb1,Dag1","FAP_WT","mmu04512","0.607892090491769"
"Spp1","FAP_WT","Itgb5","Lamb2,Tnxb,Itga6,Itga9","FAP_WT","mmu04512","0.676263450672975"
"Spp1","EC_WT","Itgb5","Itgav,Cd44,Sdc4,Hmmr","EC_WT","mmu04512","0.694597409356567"
"Spp1","FAP_WT","Itgb5","Pdgfa,Pdgfrb,Itga7,Pip5k1a,Pip4k2c,Arpc1a","FAP_WT","mmu04810","0.642876438229664"
"Spp1","EC_WT","Itgb5","Itga6,Itga9,Rras,Pik3r1,Araf,Ppp1r12b,Ppp1r12c,Myl9,Myl12b","FAP_WT","mmu04810","0.642762346508018"
"Spp1","EC_WT","Itgb5","Vav3,Mylpf,Tmsb4x","FAP_WT","mmu04810","0.606335768642252"
"Spp1","EC_WT","Itgb5","Cd44,Nras,Tlr2,Mdm2,Plau,Itgav,Sdc4,Hbegf","EC_WT","mmu05205","0.650286645648011"
"Spp1","EC_WT","Itgb5","Mras,Gab1,Itpr2,Mmp2,Fas,Fn1,Fzd1,Fzd5,Plcg1,Col1a1,Col1a2","EC_WT","mmu05205","0.689610947850178"
"Spp1","FAP_WT","Itgb5","Flnb,Ppp1r12b,Itpr3,Mtor,Tfap4","FAP_WT","mmu05205","0.634444703883675"
"Spp1","EC_WT","Itgb5","Pik3cd,Cd63,Tnf,Itgb5","EC_WT","mmu05205","0.758870617361513"
"Spp1","FAP_WT","Itgb5","Casp3,Sdc1,Gpc1,Smo","FAP_WT","mmu05205","0.768593308956587"
"Spp1","EC_WT","Itgb5","Prkab2,Prkag2,Ace,Igf1","FAP_WT","mmu05410","0.703606645400459"
"Spp1","FAP_WT","Itgb5","Itgb5,Tcf7l2,Cacnb3","FAP_WT","mmu05412","0.785238855974826"
"Spp1","EC_WT","Itgb5","Itga6,Itga9,Adcy9","FAP_WT","mmu05414","0.610344843843266"
"Spp1","FAP_WT","Itgb5","Itga6,Itga9,Adcy9","FAP_WT","mmu05414","0.614810480209489"
"Spp1","EC_WT","Itgb5","Emd,Lmna,Tnf","EC_WT","mmu05414","0.710123311033823"
"Spp1","EC_WT","Itgb6","Igf1,Comp,Lpar6,Tsc1,Cdkn1b,Foxo3,Creb3l2","EC_WT","mmu04151","0.601233685462876"
"Spp1","FAP_WT","Itgb6","Pdgfa,Pdgfrb,Itga7","FAP_WT","mmu04151","0.647340543564091"
"Spp1","EC_WT","Itgb6","Vegfa,Pgf,Nras,Tlr2,Syk,Itgav","EC_WT","mmu04151","0.767211428666216"
"Spp1","EC_WT","Itgb6","Il2rg,Spp1,Itgb5,Gng2,Bcl2l11,Casp9","EC_WT","mmu04151","0.605433326932604"
"Spp1","FAP_WT","Itgb6","Il2rg,Spp1,Itgb5,Gng2,Bcl2l11,Casp9","FAP_WT","mmu04151","0.703544129871812"
"Spp1","EC_WT","Itgb6","Il4ra,Jak1,Itga5,Ppp2r1a,Ppp2r1b,Ppp2r5c,Myc,Cdk2,Cdk4,Ccne1,Trp53","FAP_WT","mmu04151","0.680490449734792"
"Spp1","FAP_WT","Itgb6","Lamb2,Tnxb,Ppp2r3d","FAP_WT","mmu04151","0.645879402914531"
"Spp1","FAP_WT","Itgb6","Itga9,Mtor,Ccnd1,Bcl2l1","FAP_WT","mmu04151","0.634040848440377"
"Spp1","EC_WT","Itgb6","Lamb2,Tnxb,Itga6,Itga9,Myl9,Ppp1r12b,Ppp1r12c,Pik3r1,Fyn,Ccnd2","FAP_WT","mmu04510","0.627227632008909"
"Spp1","EC_WT","Itgb6","Spp1,Itgav,Itgb5","EC_WT","mmu04510","0.777993690816633"
"Spp1","FAP_WT","Itgb6","Spp1,Itgav,Itgb5","FAP_WT","mmu04510","0.727934657204112"
"Spp1","FAP_WT","Itgb6","Vtn,Itga7,Pdgfa,Pdgfrb,Shc1","FAP_WT","mmu04510","0.660430646886407"
"Spp1","EC_WT","Itgb6","Rhoa,Myl12b,Mylpf,Bcl2","EC_WT","mmu04510","0.648948815804612"
"Spp1","EC_WT","Itgb6","Rhoa,Myl12b,Mylpf,Bcl2","FAP_WT","mmu04510","0.607406229631336"
"Spp1","FAP_WT","Itgb6","Col1a1,Col1a2,Col6a2,Col6a1,Col6a3,Lama4,Lamb1,Lamc1,Comp,Thbs2,Thbs3,Thbs4,Fn1,Tnc,Itgb1,Dag1","FAP_WT","mmu04512","0.607892090491769"
"Spp1","FAP_WT","Itgb6","Lamb2,Tnxb,Itga6,Itga9","FAP_WT","mmu04512","0.676263450672975"
"Spp1","EC_WT","Itgb6","Itgav,Cd44,Sdc4,Hmmr","EC_WT","mmu04512","0.694597409356567"
"Spp1","FAP_WT","Itgb6","Pdgfa,Pdgfrb,Itga7,Pip5k1a,Pip4k2c,Arpc1a","FAP_WT","mmu04810","0.642876438229664"
"Spp1","EC_WT","Itgb6","Itga6,Itga9,Rras,Pik3r1,Araf,Ppp1r12b,Ppp1r12c,Myl9,Myl12b","FAP_WT","mmu04810","0.642762346508018"
"Spp1","EC_WT","Itgb6","Vav3,Mylpf,Tmsb4x","FAP_WT","mmu04810","0.606335768642252"
"Spp1","EC_WT","Itgb6","Prkab2,Prkag2,Ace,Igf1","FAP_WT","mmu05410","0.703606645400459"
"Spp1","FAP_WT","Itgb6","Itgb5,Tcf7l2,Cacnb3","FAP_WT","mmu05412","0.785238855974826"
"Spp1","EC_WT","Itgb6","Itga6,Itga9,Adcy9","FAP_WT","mmu05414","0.610344843843266"
"Spp1","FAP_WT","Itgb6","Itga6,Itga9,Adcy9","FAP_WT","mmu05414","0.614810480209489"
"Spp1","EC_WT","Itgb6","Emd,Lmna,Tnf","EC_WT","mmu05414","0.710123311033823"
"Spp1","EC_WT","Vtn","Igf1,Comp,Lpar6,Tsc1,Cdkn1b,Foxo3,Creb3l2","EC_WT","mmu04151","0.601233685462876"
"Spp1","FAP_WT","Vtn","Pdgfa,Pdgfrb,Itga7","FAP_WT","mmu04151","0.647340543564091"
"Spp1","EC_WT","Vtn","Vegfa,Pgf,Nras,Tlr2,Syk,Itgav","EC_WT","mmu04151","0.767211428666216"
"Spp1","EC_WT","Vtn","Il2rg,Spp1,Itgb5,Gng2,Bcl2l11,Casp9","EC_WT","mmu04151","0.605433326932604"
"Spp1","FAP_WT","Vtn","Il2rg,Spp1,Itgb5,Gng2,Bcl2l11,Casp9","FAP_WT","mmu04151","0.703544129871812"
"Spp1","EC_WT","Vtn","Il4ra,Jak1,Itga5,Ppp2r1a,Ppp2r1b,Ppp2r5c,Myc,Cdk2,Cdk4,Ccne1,Trp53","FAP_WT","mmu04151","0.680490449734792"
"Spp1","FAP_WT","Vtn","Lamb2,Tnxb,Ppp2r3d","FAP_WT","mmu04151","0.645879402914531"
"Spp1","FAP_WT","Vtn","Itga9,Mtor,Ccnd1,Bcl2l1","FAP_WT","mmu04151","0.634040848440377"
