pathName	score/relevance	genes
Amyotrophic lateral sclerosis (ALS).Sod1-1;7	24.9793296435697	Ppp3ca;Sod1;Ppp3cb;Sod1;Ppp3cc;Sod1;Ppp3r1;Sod1;Sod1;Tomm40;Sod1;Tomm40l;Derl1;Sod1
Renal cell carcinoma.Gab1-1;6	24.8528227565139	Crk;Crkl;Gab1;Gab1;Pik3ca;Pik3r1;Pik3r2;Pik3r3;Akt1;Pik3ca;Pik3r1;Pik3r2;Pik3r3;Akt2;Pik3ca;Pik3r1;Pik3r2;Pik3r3;Akt3;Pik3ca;Pik3r1;Pik3r2;Pik3r3
Chemokine signaling pathway.Jak2-5;14	24.6778076094276	Kras;Nras;Pik3ca;Pik3r1;Pik3r2;Pik3r3;Sos1;Sos2;Lyn;Pik3ca;Pik3r1;Pik3r2;Pik3r3;Sos1;Sos2;Src;Grb2;Lyn;Sos1;Sos2;Src;Grb2;Lyn;Shc1;Shc2;Src
Chemokine signaling pathway.Jak2-5;19	24.5608139425341	Kras;Nras;Pik3ca;Pik3r1;Pik3r2;Pik3r3;Sos1;Sos2;Lyn;Pik3ca;Pik3r1;Pik3r2;Pik3r3;Sos1;Sos2;Src;Lyn;Pik3ca;Pik3r1;Pik3r2;Pik3r3;Ptk2;Src;Gnb1;Gnb2;Gnb4;Gnb5;Gng10;Gng11;Gng12;Gng2;Gng5;Lyn;Pik3ca;Pik3r1;Pik3r2;Pik3r3;Src;Gnb1;Gnb2;Gnb4;Gnb5;Gng10;Gng11;Gng12;Gng2;Gng5;Pik3ca;Pik3r1;Pik3r2;Pik3r3;Prex1;Akt1;Akt2;Akt3;Pik3ca;Pik3r1;Pik3r2;Pik3r3;Akt1;Akt2;Akt3;Chuk;Ikbkb;Ikbkg
AMPK signaling pathway	24.5039936078391	Igf1r;Insr;Irs1;Irs2;Irs1;Irs2;Pik3ca;Pik3r1;Pik3r2;Pik3r3;Pdpk1;Pik3ca;Pik3r1;Pik3r2;Pik3r3;Akt1;Akt2;Akt3;Pdpk1;Akt1;Akt2;Akt3;Prkaa1;Prkab1;Prkag1;Prkag2;Tsc1;Tsc2;Prkaa1;Prkab1;Prkag1;Prkag2;Rheb;Tsc1;Tsc2;Akt1s1;Mtor;Prkaa1;Prkab1;Prkag1;Prkag2;Rheb;Rptor;Akt1s1;Eif4ebp1;Mtor;Rptor;Akt1s1;Mtor;Rptor;Ulk1
Platelet activation	23.6088862278077	Col11a1;Col1a1;Col1a2;Col24a1;Col27a1;Col3a1;Col5a1;Col5a2;Col5a3;Itgb1;Gnai2;Gnai3;Itgb1;Pik3ca;Pik3r1;Pik3r2;Pik3r3;Akt3;Pik3ca;Pik3r1;Pik3r2;Pik3r3;Akt1;Pik3ca;Pik3r1;Pik3r2;Pik3r3;Akt2;Pik3ca;Pik3r1;Pik3r2;Pik3r3
Cholinergic synapse	23.5839527978032	Fyn;Gnai2;Gnai3;Gnao1;Gnb1;Gnb2;Gnb4;Gnb5;Gng10;Gng11;Gng12;Gng2;Gng5;Pik3r1;Pik3r2;Pik3r3;Prkaca;Prkacb;Fyn;Gnai2;Gnai3;Gnao1;Gnb1;Gnb2;Gnb4;Gnb5;Gng10;Gng11;Gng12;Gng2;Gng5;Jak2;Pik3r1;Pik3r2;Pik3r3;Fyn;Jak2;Pik3ca;Pik3r1;Pik3r2;Pik3r3;Akt3;Pik3ca;Pik3r1;Pik3r2;Pik3r3;Akt1;Pik3ca;Pik3r1;Pik3r2;Pik3r3;Akt2;Pik3ca;Pik3r1;Pik3r2;Pik3r3
Renal cell carcinoma.Gab1-17;22	23.3956428878273	Arnt;Crebbp;Egln1;Egln2;Ep300;Epas1;Hif1a;Epas1;Hif1a;Slc2a1;Epas1;Hif1a;Tgfb1;Epas1;Hif1a;Tgfb2;Epas1;Hif1a;Tgfb3;Epas1;Hif1a;Vegfa
Fc epsilon RI signaling pathway.Grb2-7;15	22.9892373826423	Pdpk1;Pik3ca;Pik3r1;Pik3r2;Pik3r3;Pik3ca;Pik3r1;Pik3r2;Pik3r3;Syk;Vav2;Pik3ca;Pik3r1;Pik3r2;Pik3r3;Rac1;Vav2;Map2k4;Map2k7;Rac1;Map2k4;Map2k7;Mapk8;Map2k4;Map2k7;Mapk9
Osteoclast differentiation.Camk4-2;5	22.9276775300962	Fyn;Pik3ca;Pik3r1;Pik3r2;Pik3r3;Akt1;Pik3ca;Pik3r1;Pik3r2;Pik3r3;Akt2;Pik3ca;Pik3r1;Pik3r2;Pik3r3;Akt3;Pik3ca;Pik3r1;Pik3r2;Pik3r3
Fc epsilon RI signaling pathway.Grb2-7;12	22.0154348272282	Pdpk1;Pik3ca;Pik3r1;Pik3r2;Pik3r3;Pik3ca;Pik3r1;Pik3r2;Pik3r3;Syk;Vav2;Pik3ca;Pik3r1;Pik3r2;Pik3r3;Plcg1;Syk;Lyn;Syk;Fyn;Gab2;Syk
Rap1 signaling pathway.F2r-1;20	21.4115491528872	F2r;Gnaq;Gnas;Lpar1;Lpar4;Calm1;Calm2;Calm3;Gnaq;Gnas;Adcy2;Calm1;Calm2;Calm3;Gnas;Adcy4;Calm1;Calm2;Calm3;Gnas;Adcy5;Calm1;Calm2;Calm3;Gnas;Adcy7;Calm1;Calm2;Calm3;Gnas;Adcy6;Calm1;Calm2;Calm3;Gnas;Adcy3;Calm1;Calm2;Calm3;Gnas
Adrenergic signaling in cardiomyocytes.Gnai3-1;4	20.951058752105	Gnai2;Gnai3;Pik3ca;Pik3r1;Pik3r2;Pik3r3;Akt1;Pik3ca;Pik3r1;Pik3r2;Pik3r3;Akt2;Pik3ca;Pik3r1;Pik3r2;Pik3r3;Akt3;Pik3ca;Pik3r1;Pik3r2;Pik3r3
PI3K-Akt signaling pathway.Stk11-1;18	20.7421355494292	Akt1;Akt2;Akt3;Ddit4;Prkaa1;Tsc1;Tsc2;Akt1;Akt2;Akt3;Pdpk1;Tsc1;Tsc2;Akt1;Akt2;Akt3;Cdc37;Crtc2;Hsp90aa1;Hsp90ab1;Hsp90b1;Pdpk1;Phlpp1;Phlpp2;Pik3ca;Pik3r1;Pik3r2;Pik3r3;Ppp2ca;Ppp2cb;Ppp2r1a;Ppp2r1b;Ppp2r2a;Ppp2r2d;Ppp2r3a;Ppp2r3c;Ppp2r5a;Ppp2r5b;Ppp2r5c;Ppp2r5d;Ppp2r5e;Pten;Akt1;Akt2;Akt3;Egfr;Fgfr1;Igf1r;Insr;Kras;Nras;Pdgfra;Pdgfrb;Pik3ca;Pik3r1;Pik3r2;Pik3r3;Ptk2;Tek;Akt1;Akt2;Akt3;Kras;Nras;Raf1;Akt1;Akt2;Akt3;Bad;Ywhab;Ywhae;Ywhag;Ywhah;Ywhaq;Ywhaz;Akt1;Akt2;Akt3;Bad;Chuk;Ikbkb;Ikbkg;Akt1;Akt2;Akt3;Atf2;Atf4;Atf6b;Creb1;Creb3;Creb3l1;Creb3l2;Creb5;Atf2;Atf4;Atf6b;Creb1;Creb3;Creb3l1;Creb3l2;Creb5;Mcl1
Neurotrophin signaling pathway	20.558587697698	Rap1a;Rap1b;Rapgef1;Braf;Kras;Nras;Rap1a;Rap1b;Braf;Kras;Map2k1;Map2k2;Nras;Prkcd;Raf1;Kras;Map2k1;Map2k2;Mapk1;Mapk3;Nras;Prkcd;Kras;Mapk1;Mapk3;Nras;Prkcd;Rps6ka3;Sos1;Sos2;Kras;Mapk1;Mapk3;Mapk7;Nras;Rps6ka3;Kras;Map3k3;Mapk7;Nras
Fructose and mannose metabolism.null-1;7	20.5335734841208	Hk1;Hk2;Mpi;Pfkfb2;Pfkfb3;Pmm1;Pmm2;Gmds;Gmppa;Gmppb;Pmm1;Pmm2;Gmds;Gmppa;Gmppb;Tsta3;Fpgt;Gmds;Tsta3
Amino sugar and nucleotide sugar metabolism	20.3166263186889	Amdhd2;Gfpt1;Gfpt2;Gnpda1;Gnpda2;Gnpnat1;Gpi1;Hk1;Hk2;Mpi;Pgm1;Pgm2;Pmm1;Pmm2;Gmppa;Gmppb;Hk1;Hk2;Mpi;Pmm1;Pmm2;Gmds;Gmppa;Gmppb;Fpgt;Gmds;Tsta3
TGF-beta signaling pathway	20.2135670789913	Smurf1;Smurf2;Tgfb1;Tgfb2;Tgfb3;Tgfbr1;Tgfbr2;Smad7;Smurf1;Smurf2;Tgfbr1;Acvr1;Acvr1b;Cul1;Mapk1;Mapk3;Rbx1;Skp1a;Smad2;Smad3;Smad4;Smad7;Tgfbr1;Zfyve16;Zfyve9;Acvr1;Mapk1;Mapk3;Smad1;Smad2;Smad3;Smad4;Smad5;Smad7;Crebbp;Ep300;Smad2;Smad3;Smad4;Sp1;E2f4;Rbl1;Smad2;Smad3;Smad4;Tfdp1;E2f4;Myc;Rbl1;Tfdp1
Renal cell carcinoma.Gab1-1;15	20.1616271742316	Crk;Crkl;Gab1;Gab1;Pik3ca;Pik3r1;Pik3r2;Pik3r3;Gab1;Grb2;Grb2;Sos1;Grb2;Sos2
Adrenergic signaling in cardiomyocytes.Gnai3-10;24	19.9692908900481	Cacna1c;Camk2d;Camk2g;Ppp1ca;Ppp1cb;Ppp1cc;Ppp2ca;Ppp2cb;Ppp2r1a;Ppp2r1b;Ppp2r2a;Ppp2r2d;Ppp2r3a;Ppp2r3c;Ppp2r5a;Ppp2r5b;Ppp2r5c;Ppp2r5d;Ppp2r5e;Prkaca;Prkacb;Cacna2d1;Camk2d;Camk2g;Ppp1ca;Ppp1cb;Ppp1cc;Ppp2ca;Ppp2cb;Ppp2r1a;Ppp2r1b;Ppp2r2a;Ppp2r2d;Ppp2r3a;Ppp2r3c;Ppp2r5a;Ppp2r5b;Ppp2r5c;Ppp2r5d;Ppp2r5e;Prkaca;Prkacb;Cacnb3;Camk2d;Camk2g;Ppp1ca;Ppp1cb;Ppp1cc;Ppp2ca;Ppp2cb;Ppp2r1a;Ppp2r1b;Ppp2r2a;Ppp2r2d;Ppp2r3a;Ppp2r3c;Ppp2r5a;Ppp2r5b;Ppp2r5c;Ppp2r5d;Ppp2r5e;Prkaca;Prkacb;Cacng7;Camk2d;Camk2g;Ppp1ca;Ppp1cb;Ppp1cc;Ppp2ca;Ppp2cb;Ppp2r1a;Ppp2r1b;Ppp2r2a;Ppp2r2d;Ppp2r3a;Ppp2r3c;Ppp2r5a;Ppp2r5b;Ppp2r5c;Ppp2r5d;Ppp2r5e;Prkaca;Prkacb;Camk2d;Camk2g;Prkaca;Prkacb;Scn1b;Camk2d;Camk2g;Prkaca;Prkacb;Scn7a
cAMP signaling pathway.Rras2-1;34	19.7246053979227	Plce1;Rap1a;Rap1b;Rras;Rras2;Pik3ca;Pik3r1;Pik3r2;Pik3r3;Rap1a;Rap1b;Rap1a;Rap1b;Tiam1;Vav2;Braf;Raf1;Rap1a;Rap1b;Mllt4;Rap1a;Rap1b
Inositol phosphate metabolism	19.4855970644002	Impa1;Impad1;Inpp5b;Inpp5e;Mtmr1;Mtmr14;Mtmr2;Mtmr3;Mtmr4;Mtmr6;Ocrl;Pi4k2a;Pi4k2b;Pi4ka;Pi4kb;Pik3c2a;Pik3ca;Pip4k2a;Pip4k2b;Pip4k2c;Pip5k1a;Pip5k1c;Plcb3;Plcb4;Plcd1;Plce1;Plcg1;Pten;Synj1;Synj2;Impa1;Impad1;Inpp5a;Inpp5k;Ipmk;Minpp1;Pik3ca;Pip4k2a;Pip4k2b;Pip4k2c;Pip5k1a;Pip5k1c;Plcb3;Plcb4;Plcd1;Plce1;Plcg1;Pten;Impa1;Impad1;Inpp1;Inpp5a;Inpp5k;Ipmk;Minpp1;Plcb3;Plcb4;Plcd1;Plce1;Plcg1;Inpp1;Inpp5a;Inpp5k;Ipmk;Itpkb;Itpkc;Minpp1;Plcb3;Plcb4;Plcd1;Plce1;Plcg1;Inpp5a;Inpp5k;Ipmk;Ippk;Minpp1;Plcb3;Plcb4;Plcd1;Plce1;Plcg1
Acute myeloid leukemia.Grb2-1;7	19.4291364403582	Grb2;Sos1;Sos2;Kras;Nras;Sos1;Sos2;Kras;Nras;Pik3ca;Pik3r1;Pik3r2;Pik3r3;Akt1;Akt2;Akt3;Pik3ca;Pik3r1;Pik3r2;Pik3r3;Akt1;Akt2;Akt3;Mtor;Akt1;Akt2;Akt3;Chuk;Ikbkb;Ikbkg
Aldosterone-regulated sodium reabsorption	19.3701881140265	Insr;Irs1;Irs1;Kras;Pik3ca;Pik3r1;Pik3r2;Pik3r3;Pdpk1;Pik3ca;Pik3r1;Pik3r2;Pik3r3;Pdpk1;Sgk1;Nedd4l;Sgk1
Bacterial invasion of epithelial cells.Src-1;21	18.8267186191325	Cttn;Src;Cttn;Dnm1;Cttn;Dnm2
PI3K-Akt signaling pathway.Stk11-1;21	18.0027930077367	Akt1;Akt2;Akt3;Ddit4;Prkaa1;Tsc1;Tsc2;Akt1;Akt2;Akt3;Pdpk1;Tsc1;Tsc2;Akt1;Akt2;Akt3;Cdc37;Crtc2;Hsp90aa1;Hsp90ab1;Hsp90b1;Pdpk1;Phlpp1;Phlpp2;Pik3ca;Pik3r1;Pik3r2;Pik3r3;Ppp2ca;Ppp2cb;Ppp2r1a;Ppp2r1b;Ppp2r2a;Ppp2r2d;Ppp2r3a;Ppp2r3c;Ppp2r5a;Ppp2r5b;Ppp2r5c;Ppp2r5d;Ppp2r5e;Pten;Akt1;Akt2;Akt3;Egfr;Fgfr1;Igf1r;Insr;Kras;Nras;Pdgfra;Pdgfrb;Pik3ca;Pik3r1;Pik3r2;Pik3r3;Ptk2;Tek;Egfr;Fgfr1;Igf1r;Insr;Irs1;Kras;Nras;Pdgfra;Pdgfrb;Pik3ca;Pik3r1;Pik3r2;Pik3r3;Ptk2;Tek;Egfr;Fgfr1;Grb2;Igf1r;Insr;Kras;Nras;Pdgfra;Pdgfrb;Tek;Grb2;Kras;Nras;Sos1;Sos2
Calcium signaling pathway	17.9525525554834	Orai2;Orai3;Stim1;Stim2;Atp2a2;Atp2b1;Atp2b4;Cacna1a;Cacna1c;Cacna1g;Calm1;Calm2;Calm3;Itpkb;Itpkc;Itpr1;Itpr2;Itpr3;Orai2;Orai3;P2rx4;Plcd1;Prkca;Slc25a4;Slc25a5;Slc8a1;Vdac1;Vdac2;Vdac3;Calm1;Calm2;Calm3;Itpr1;Itpr2;Itpr3;Plcd1;Plce1;Prkca;Itpr1;Itpr2;Itpr3;Plcb3;Plcb4;Plcd1;Plce1;Plcg1;Prkca;Gna11;Gnaq;Plcb3;Plcb4;Agtr1a;Avpr1a;Bdkrb1;Ednra;F2r;Gna11;Gnaq;Ptgfr
Pyrimidine metabolism	17.8830408851553	Cant1;Cmpk1;Cmpk2;Ctps;Ctps2;Dctd;Dtymk;Dut;Entpd5;Entpd6;Itpa;Nme1;Nme2;Nme7;Nt5c;Nt5c2;Nt5c3;Nt5m;Pnpt1;Polr1a;Polr1b;Polr1c;Polr1d;Polr1e;Polr2a;Polr2b;Polr2c;Polr2d;Polr2e;Polr2f;Polr2g;Polr2h;Polr2i;Polr2j;Polr3a;Polr3b;Polr3c;Polr3d;Polr3e;Polr3f;Polr3gl;Polr3h;Polr3k;Tk1;Tk2;Twistnb;Tyms;Uck1;Uck2;Uckl1;Umps;Znrd1;Cmpk1;Cmpk2;Ctps;Ctps2;Dctd;Dtymk;Dut;Itpa;Nme1;Nme2;Nme7;Nt5c;Nt5c2;Nt5c3;Nt5m;Pnpt1;Polr1a;Polr1b;Polr1c;Polr1d;Polr1e;Polr2a;Polr2b;Polr2c;Polr2d;Polr2e;Polr2f;Polr2g;Polr2h;Polr2i;Polr2j;Polr3a;Polr3b;Polr3c;Polr3d;Polr3e;Polr3f;Polr3gl;Polr3h;Polr3k;Rrm1;Rrm2;Tk1;Tk2;Twistnb;Tyms;Znrd1;Cmpk1;Cmpk2;Ctps;Ctps2;Dtymk;Dut;Itpa;Nme1;Nme2;Nme7;Pnpt1;Pola1;Pola2;Pold1;Pold2;Pold3;Pold4;Pole;Pole3;Pole4;Polr1a;Polr1b;Polr1c;Polr1d;Polr1e;Polr2a;Polr2b;Polr2c;Polr2d;Polr2e;Polr2f;Polr2g;Polr2h;Polr2i;Polr2j;Polr3a;Polr3b;Polr3c;Polr3d;Polr3e;Polr3f;Polr3gl;Polr3h;Polr3k;Prim1;Prim2;Rrm1;Rrm2;Twistnb;Znrd1;Cmpk1;Cmpk2;Dtymk;Nme1;Nme2;Nme7;Pnpt1;Rrm1;Rrm2;Txnrd1
TNF signaling pathway.Tnfrsf1b-1;5	17.2039922653817	Pik3ca;Pik3r1;Pik3r2;Pik3r3;Traf2;Akt1;Pik3ca;Pik3r1;Pik3r2;Pik3r3;Akt2;Pik3ca;Pik3r1;Pik3r2;Pik3r3;Akt3;Pik3ca;Pik3r1;Pik3r2;Pik3r3
