"receptor" "pathway_id" "genes_in_cluster"
"Erbb2" "mmu05205" "Mdm2,Hbegf"
"Erbb2" "mmu05205" "Tgfb2,Fgfr1,Igf2"
"Erbb2" "mmu05205" "Plaur,Mapk11"
"Erbb2" "mmu05205" "Fzd1,Fzd5"
"Erbb2" "mmu05205" "Fzd7,Fzd8"
"Erbb2" "mmu05206" "Pten,Kras,Ccnd2,Crk,Crkl,Pdcd4,Ep300,Apc,Hnrnpk,Bmi1,Atm,Dicer1,Rdx,Mdm4,Plcg1,Sos1,Bmpr2"
"Erbb2" "mmu05206" "Cdkn1b,Reck,Marcks"
"Erbb2" "mmu05206" "Timp3,Slc7a1,Abcb1b"
"Erbb2" "mmu05206" "Cdc25a,Cdc25c,Ccne1,Stmn1,Dnmt1,E2f1,Ezh2,Cdca5,Kif23"
"Erbb2" "mmu05206" "Cdc25b,Bak1"
"Erbb2" "mmu05206" "Pim1,Plau,Ptgs2"
"Erbb2" "mmu05206" "Dnmt3a,Notch2"
"Erbb2" "mmu05206" "Mcl1,Spry2,Mdm2"
"Erbb2" "mmu05206" "Bcl2l2,Rassf1"
"Erbb2" "mmu05206" "Vegfa,Zeb2,Bcl2l11"
"Erbb2" "mmu05206" "Tgfb2,Pdgfrb"
"Erbb2" "mmu05206" "Crebbp,Abl1"
"Erbb2" "mmu05206" "Tpm1,Rhoa"
"Erbb2" "mmu05206" "Zeb1,Sos2,Gls,Sirt1,Rock1"
"Erbb2" "mmu05206" "Mtor,Rptor"
"Erbb2" "mmu05206" "Ddit4,Stat3,Itga5,Nfkb1,Map2k1"
"Erbb2" "mmu05206" "Bmf,Shc1"
"Erbb2" "mmu05206" "Pak4,Myc,Irs2"
"Erbb2" "mmu05206" "Ccng1,Casp3"
"Erbb2" "mmu05206" "Notch1,Notch3"
"Erbb2" "mmu05206" "Socs1,Map2k2"
"Erbb2" "mmu05212" "Kras,Pik3ca,Braf,Tgfbr1"
"Erbb2" "mmu05212" "Pik3r2,Akt2"
"Erbb2" "mmu05212" "Pik3r1,Akt3,Tgfbr2,Smad4,Pld1"
"Erbb2" "mmu05212" "Pik3r3,Rac1,Mapk1"
"Erbb2" "mmu05212" "Nfkb1,Map2k1,Ralb"
"Erbb2" "mmu05212" "Rela,Mapk3"
"Erbb2" "mmu05212" "Chuk,Mapk8"
"Erbb2" "mmu05212" "Ikbkb,Smad3"
"Erbb2" "mmu05212" "Ikbkg,Mapk9,Rala,Cdc42,Smad2"
"Erbb2" "mmu05212" "Ralbp1,Jak1"
"Erbb2" "mmu05212" "Egfr,Tgfb3"
"Erbb2" "mmu05212" "Cdk4,E2f1,Rad51"
"Erbb2" "mmu05213" "Pik3ca,Pik3r3,Pten,Pdpk1,Akt3,Sos1,Kras,Braf,Mapk1,Ctnnb1,Ctnna1,Apc,Gsk3b"
"Erbb2" "mmu05213" "Pik3cd,Bad,Map2k2"
"Erbb2" "mmu05213" "Pik3r2,Akt2"
"Erbb2" "mmu05213" "Pik3r1,Sos2"
"Erbb2" "mmu05213" "Foxo3,Tcf7l1"
"Erbb2" "mmu05213" "Nras,Araf"
"Erbb2" "mmu05215" "Cdkn1b,Fgfr1"
"Erbb2" "mmu05215" "Cdk2,E2f3"
"Erbb2" "mmu05215" "Ccne1,E2f1"
"Erbb2" "mmu05215" "Pdgfd,Pik3r1,Pten,Pdpk1,Akt3,Gsk3b,Creb1,Creb3l2,Ctnnb1,Ep300,Sos1,Sos2,Braf"
"Erbb2" "mmu05215" "Igf1r,Crebbp"
"Erbb2" "mmu05215" "Pik3cd,Bad,Map2k2,Gstp1"
"Erbb2" "mmu05215" "Pik3r2,Akt2"
"Erbb2" "mmu05215" "Pik3r3,Kras,Mapk1,Hsp90aa1,Hsp90ab1"
"Erbb2" "mmu05215" "Akt1,Mtor"
"Erbb2" "mmu05215" "Foxo1,Ikbkg"
"Erbb2" "mmu05215" "Mdm2,Nfkbia"
"Erbb2" "mmu05215" "Atf4,Chuk,Nfkb1,Map2k1,Hsp90b1"
"Erbb2" "mmu05215" "Creb3l1,Tcf7l2"
"Erbb2" "mmu05215" "Tcf7l1,Ikbkb"
"Erbb2" "mmu05215" "Rela,Mapk3"
"Erbb2" "mmu05215" "Nras,Araf"
"Erbb2" "mmu05219" "Kras,Braf,Mapk1"
"Erbb2" "mmu05219" "Nras,Araf"
"Erbb2" "mmu05219" "Map2k1,Rassf1"
"Erbb2" "mmu05219" "Map2k2,Dapk3"
"Erbb2" "mmu05219" "Mdm2,Hbegf"
"Erbb2" "mmu05219" "Cdk4,E2f1"
"Erbb2" "mmu05219" "Mmp2,Egfr"
"Erbb2" "mmu05223" "Rxra,Mapk3"
"Erbb2" "mmu05223" "Rxrb,Raf1"
"Erbb2" "mmu05223" "Cdk4,E2f1"
"Erbb2" "mmu05223" "Kras,Pik3ca,Pik3r1,Pdpk1,Akt3,Sos1,Sos2,Braf"
"Erbb2" "mmu05223" "Rassf1,Map2k1"
"Erbb2" "mmu05223" "Pik3cd,Bad,Map2k2"
"Erbb2" "mmu05223" "Pik3r2,Akt2"
"Erbb2" "mmu05223" "Pik3r3,Mapk1"
"Erbb2" "mmu05223" "Foxo3,Plcg1"
"Erbb2" "mmu05223" "Nras,Araf,Eml4"
"Erbb2" "mmu05230" "Slc2a1,Map2k1"
"Erbb2" "mmu05230" "Pkm,Pgam1,Slc7a5,Sco2,Ldha"
"Erbb2" "mmu05230" "Sirt3,Mapk3"
"Erbb2" "mmu05230" "Hif1a,Mapk1,Pik3r3"
"Erbb2" "mmu05230" "Kras,Gls,Pten,Pik3ca,Pik3r1,Akt3"
"Erbb2" "mmu05230" "Map2k2,Pik3cd"
"Erbb2" "mmu05230" "Hk1,Akt1,Mtor"
"Erbb2" "mmu05230" "Pfkm,Pik3r2,Akt2"
"Lhcgr" "mmu04020" "Atp2b1,Prkacb,Atp2a2,Stim2,F2r,Gnaq,Plcb4,Itpr1,Ppp3ca,Ppp3cb,Ppp3r1"
"Lhcgr" "mmu04020" "Atp2b4,Adcy9,Stim1,Itpr3"
"Lhcgr" "mmu04020" "Gnas,Plcg1,Itpkb"
"Lhcgr" "mmu04020" "Adcy3,Phkg2"
"Lhcgr" "mmu04020" "Prkaca,Orai3,Calm3"
"Lhcgr" "mmu04020" "Orai1,Ptger1,Sphk2"
"Lhcgr" "mmu04020" "Orai2,P2rx4"
"Lhcgr" "mmu04020" "Ednra,Pdgfrb"
"Lhcgr" "mmu04020" "Avpr1a,Pde1a"
"Lhcgr" "mmu04020" "Plcd1,Plcd3"
"Lhcgr" "mmu04020" "Cd38,Phkb,Camk2d"
"Lhcgr" "mmu04020" "Sphk1,Itpkc"
"Lhcgr" "mmu04020" "Vdac1,Vdac2"
"Lhcgr" "mmu04020" "Slc25a4,Slc25a5"
"Lhcgr" "mmu04020" "Calm1,Calm2,Phka1"
"Lhcgr" "mmu04020" "Mylk,Camk2g"
"Lhcgr" "mmu04080" "Adrb2,P2ry2"
"Lhcgr" "mmu04080" "Ednra,Chrnb1,Ghr"
"Lhcgr" "mmu04080" "Avpr1a,Ptger4,S1pr3"
"Lhcgr" "mmu04080" "F2r,Lpar6"
"Lhcgr" "mmu04080" "S1pr2,P2rx4"
"Lhcgr" "mmu04080" "Calcrl,Nr3c1"
"Lhcgr" "mmu04913" "Gnas,Prkacb,Insr"
"Lhcgr" "mmu04913" "Adcy7,Igf1"
"Lhcgr" "mmu04913" "Cyp2j6,Cyp2j9"
"Lhcgr" "mmu04917" "Jak2,Map2k1,Socs5,Nfkb1"
"Lhcgr" "mmu04917" "Shc1,Foxo3"
"Lhcgr" "mmu04917" "Pik3ca,Kras,Mapk8"
"Lhcgr" "mmu04917" "Pik3cd,Galt,Stat5a"
"Lhcgr" "mmu04917" "Pik3r2,Akt2"
"Lhcgr" "mmu04917" "Pik3r1,Akt3,Sos1,Sos2,Fos,Gsk3b,Socs4,Ccnd2"
"Lhcgr" "mmu04917" "Pik3r3,Mapk1"
"Lhcgr" "mmu04917" "Map2k2,Socs1"
"Lhcgr" "mmu04917" "Mapk3,Rela"
"Lhcgr" "mmu04917" "Cish,Socs3,Irf1"
"Rxrg" "mmu03320" "Cd36,Fabp4"
"Rxrg" "mmu03320" "Slc27a1,Acox3"
"Rxrg" "mmu03320" "Slc27a4,Plin2"
"Rxrg" "mmu03320" "Ppard,Nr1h3,Acaa1a,Acaa1b,Cpt1c,Pck2"
"Rxrg" "mmu03320" "Acsl1,Acsl5"
"Rxrg" "mmu03320" "Acsl4,Acsl3,Scp2"
"Rxrg" "mmu03320" "Sorbs1,Pdpk1"
"Rxrg" "mmu04919" "Prkacb,Mapk1,Med14,Med1,Hif1a,Ctnnb1,Pik3r3,Akt3,Atp2a2"
"Rxrg" "mmu04919" "Kras,Pik3ca"
"Rxrg" "mmu04919" "Raf1,Rxrb"
"Rxrg" "mmu04919" "Map2k1,Atp1a1,Slc2a1"
"Rxrg" "mmu04919" "Map2k2,Med16,Pik3cd,Bad"
"Rxrg" "mmu04919" "Mapk3,Rxra,Plcd1,Plcd3,Slc9a1"
"Rxrg" "mmu04919" "Stat1,Slc16a2"
"Rxrg" "mmu04919" "Ncor1,Kat2b,Ncoa2,Ncoa3,Ep300,Med13,Med13l,Plcb4,Pik3r1,Pdpk1,Gsk3b,Pfkfb2"
"Rxrg" "mmu04919" "Sin3a,Plcg1,Foxo1"
"Rxrg" "mmu04919" "Hdac2,Atp1b3,Rheb"
"Rxrg" "mmu04919" "Hdac1,Ccnd1"
"Rxrg" "mmu04919" "Kat2a,Med24"
"Rxrg" "mmu04919" "Ncoa1,Atp1a2,Atp1b2,Rcan2"
"Rxrg" "mmu04919" "Crebbp,Med12"
"Rxrg" "mmu04919" "Rcan1,Mdm2"
"Rxrg" "mmu04919" "Notch1,Notch3"
"Rxrg" "mmu04919" "Pik3r2,Akt2"
"Rxrg" "mmu04919" "Akt1,Mtor"
"Rxrg" "mmu04920" "Tnfrsf1a,Stat3"
"Rxrg" "mmu04920" "Mtor,Adipor2"
"Rxrg" "mmu04920" "Mapk8,Chuk,Acsl4,Acsl3"
"Rxrg" "mmu04920" "Mapk9,Ikbkg"
"Rxrg" "mmu04920" "Nfkbib,Nfkbie,Pck2,G6pc3"
"Rxrg" "mmu04920" "Nfkb1,Jak2,Slc2a1"
"Rxrg" "mmu04920" "Rela,Irs2"
"Rxrg" "mmu04920" "Socs3,Rxrb"
"Rxrg" "mmu04920" "Akt1,Rxra"
"Rxrg" "mmu04920" "Acsl1,Acsl5"
"Rxrg" "mmu04920" "Prkaa1,Ptpn11"
"Rxrg" "mmu04920" "Stk11,Cpt1c"
"Rxrg" "mmu05200" "Casp3,Gng11"
"Rxrg" "mmu05200" "Appl1,Gnb1,Gng12,Pik3r3,Crk,Kras,Mapk1,Ncoa4,Rac1,Ctbp2,Hif1a,Hsp90aa1,Hsp90ab1"
"Rxrg" "mmu05200" "Ctnnb1,Ctnna1,Apc,Gsk3b,F2r,Arhgef12,Arhgef11,Gnas,Prkacb,Lama4,Lamb1,Lamc1,Itgb1,Ptk2,Pten,Akt3,Crkl,Cbl,Gnaq,Plcb4,Sos1,Braf,Plcg1,Pias2,Smad4,Ep300"
"Rxrg" "mmu05200" "Axin1,Traf5"
"Rxrg" "mmu05200" "Tcf7l1,Fzd7,Fzd8"
"Rxrg" "mmu05200" "Tcf7l2,Stk4,Max,Tgfb1"
"Rxrg" "mmu05200" "Birc5,E2f1,Cks1b,Cks2,Skp2,Ccne1,Hdac1,Mlh1,Msh2,Rad51,Fh1"
"Rxrg" "mmu05200" "Ccnd1,Cycs"
"Rxrg" "mmu05200" "Fzd1,Fzd5"
"Rxrg" "mmu05200" "Fzd4,Adcy6,Col4a1,Col4a2,Itga6,Pik3r1,Vegfc,Sos2,Fos,Tgfbr2"
"Rxrg" "mmu05200" "Dvl3,Gna12,Igf1r,Crebbp,Sufu"
"Rxrg" "mmu05200" "Dvl1,Arhgef1,Abl1,Ralgds"
"Rxrg" "mmu05200" "Dvl2,Pik3cd,Bad,Stat5a,Map2k2,Dapk3,Ppard,Cebpa,Egln2"
"Rxrg" "mmu05200" "Lpar1,Egfr,Tgfb3"
"Rxrg" "mmu05200" "Lpar4,Cdkn1b,Fgfr1,Runx1t1"
"Rxrg" "mmu05200" "Gna13,Nfkbia,Birc3,Mdm2,Il6"
"Rxrg" "mmu05200" "Plekhg5,Foxo1,Jun,Arnt"
"Rxrg" "mmu05200" "Rhoa,Ikbkg,Mapk9,Smad2,Msh3"
"Rxrg" "mmu05200" "Rock1,Rock2,Nfkb1,Kitl,Map2k1"
"Rxrg" "mmu05200" "Cxcl12,Stat3,Epas1"
"Rxrg" "mmu05200" "Cxcr4,Csf2ra,Bid"
"Rxrg" "mmu05200" "Gnai3,Chuk,Rala,Cdc42,Mapk8,Hdac2,Cul2,Hsp90b1"
"Rxrg" "mmu05200" "Gnai2,Akt1,Gna11"
"Rxrg" "mmu05200" "Ptger1,Rela,Mapk3,Rxra,Pml,Rara"
"Rxrg" "mmu05200" "Ptger4,Pdgfa"
"Rxrg" "mmu05200" "Adcy3,Akt2"
"Rxrg" "mmu05200" "Adcy4,Tpr"
"Rxrg" "mmu05200" "Adcy7,Igf1"
"Rxrg" "mmu05200" "Adcy9,Lamb2,Mtor,Ret,Ptch1"
"Rxrg" "mmu05200" "Prkaca,Erbb2,Fadd"
"Rxrg" "mmu05200" "Gnb2,Cdkn1a,Bax"
"Rxrg" "mmu05200" "Gnb5,Pik3r2,Vegfa"
"Rxrg" "mmu05200" "Gng10,Rbx1"
"Rxrg" "mmu05200" "Lama2,Fgf1"
"Rxrg" "mmu05200" "Lamc2,Bmp2"
"Rxrg" "mmu05200" "Fn1,Pik3ca,Mmp2"
"Rxrg" "mmu05200" "Itga2b,Flt3l"
"Rxrg" "mmu05200" "Ikbkb,Smad3"
"Rxrg" "mmu05200" "Nfkb2,Slc2a1"
"Rxrg" "mmu05200" "Birc2,Rb1"
"Rxrg" "mmu05200" "Bcl2l1,Bcr,Zbtb16"
"Rxrg" "mmu05200" "Traf2,Cdk4"
"Rxrg" "mmu05200" "Traf6,Jak1,Ralbp1"
"Rxrg" "mmu05200" "Stat5b,Bmp4"
"Rxrg" "mmu05200" "Ednra,Pdgfrb,Tgfb2"
"Rxrg" "mmu05200" "Nras,Araf"
"Rxrg" "mmu05200" "Tpm3,Msh6,Casp8"
"Rxrg" "mmu05200" "Rxrb,Smo"
"Rxrg" "mmu05200" "E2f3,Cdk2"
"Rxrg" "mmu05202" "Runx1t1,Tcf3,Pbx1,Cdkn1b,Igf1"
"Rxrg" "mmu05202" "Hdac2,Atf1"
"Rxrg" "mmu05202" "Hdac1,Cdkn2c"
"Rxrg" "mmu05202" "Sin3a,Foxo1"
"Rxrg" "mmu05202" "Ncor1,Ccnt2,Mef2c,Cdk14,Fut8,Ptk2,Sp1,Fli1,Tgfbr2,Igfbp3,Zeb1"
"Rxrg" "mmu05202" "Cebpa,Tfe3,Aspscr1"
"Rxrg" "mmu05202" "Pml,Rara,Mllt1,Rxra,Men1"
"Rxrg" "mmu05202" "Zbtb16,Rela"
"Rxrg" "mmu05202" "Aff1,Dot1l,Jmjd1c,Bmp2k,Nr4a3,Nfkb1"
"Rxrg" "mmu05202" "Ccnt1,Klf3,Igf1r,Ccnd2,Elk4"
"Rxrg" "mmu05202" "Lmo2,Ldb1"
"Rxrg" "mmu05202" "Smad1,Per2"
"Rxrg" "mmu05202" "Kdm6a,Ddx5,Bmi1,Atm,Golph3"
"Rxrg" "mmu05202" "Uty,Gm12657"
"Rxrg" "mmu05202" "Supt3,Il1r2,Cebpb"
"Rxrg" "mmu05202" "Rel,Mdm2,Il6,Birc3"
"Rxrg" "mmu05202" "H3f3a,Golph3l"
"Rxrg" "mmu05202" "H3f3b,Nfkbiz"
"Rxrg" "mmu05202" "Hist2h3c1,Max"
"Rxrg" "mmu05202" "Cdkn1a,Ddit3"
"Rxrg" "mmu05202" "Plat,Pdgfa"
"Rxrg" "mmu05202" "Ewsr1,Fus"
"Rxrg" "mmu05202" "Id2,Nupr1"
"Rxrg" "mmu05216" "Ncoa4,Kras,Braf,Mapk1,Ctnnb1"
"Rxrg" "mmu05216" "Mapk3,Rxra"
"Rxrg" "mmu05222" "Rxra,Rela"
"Rxrg" "mmu05222" "Rxrb,Col4a1,Col4a2"
"Rxrg" "mmu05222" "Cycs,Ccnd1"
"Rxrg" "mmu05222" "Apaf1,Fn1,Pik3ca,Pten"
"Rxrg" "mmu05222" "Pias2,Lama4,Lamb1,Lamc1,Itgb1,Ptk2,Pik3r3,Akt3"
"Rxrg" "mmu05222" "Cdk4,Traf2"
"Rxrg" "mmu05222" "Cks1b,Cks2,Skp2,Ccne1,E2f1"
"Rxrg" "mmu05222" "Cdk2,E2f3"
"Rxrg" "mmu05222" "Rb1,Itga6,Pik3r1"
"Rxrg" "mmu05222" "Lamb2,Bcl2l1"
"Rxrg" "mmu05222" "Pik3r2,Akt2"
"Rxrg" "mmu05222" "Chuk,Nfkb1"
"Rxrg" "mmu05222" "Ikbkg,Birc2"
"Rxrg" "mmu05222" "Nfkbia,Birc3"
"Rxrg" "mmu05223" "Rxra,Mapk3"
"Rxrg" "mmu05223" "Rxrb,Raf1"
"Rxrg" "mmu05223" "Cdk4,E2f1"
"Rxrg" "mmu05223" "Kras,Pik3ca,Pik3r1,Pdpk1,Akt3,Sos1,Sos2,Braf"
"Rxrg" "mmu05223" "Rassf1,Map2k1"
"Rxrg" "mmu05223" "Pik3cd,Bad,Map2k2"
"Rxrg" "mmu05223" "Pik3r2,Akt2"
"Rxrg" "mmu05223" "Pik3r3,Mapk1"
"Rxrg" "mmu05223" "Foxo3,Plcg1"
"Rxrg" "mmu05223" "Nras,Araf,Eml4"
"Ghsr" "mmu04024" "Npr1,Adcy9,Ptch1,Atp2b4"
"Ghsr" "mmu04024" "Gnas,Adcy6,Pde3a"
"Ghsr" "mmu04024" "Gabbr1,Camk2d,Pld1,Mllt4,Pik3r1,Fos,Jun"
"Ghsr" "mmu04024" "Ednra,Myl9"
"Ghsr" "mmu04024" "Gnai3,Mapk8,Rap1a,Vav3,Ppp1cb,Creb1,Rock1,Rock2,Ppp1r12a,Atp2b1"
"Ghsr" "mmu04024" "Gnai2,Akt1"
"Ghsr" "mmu04024" "Adcy4,Rras,Mapk3,Rela,Lipe,Slc9a1"
"Ghsr" "mmu04024" "Calm1,Atp1b3"
"Ghsr" "mmu04024" "Calm3,Prkaca"
"Ghsr" "mmu04024" "Calm2,Mapk9,Rap1b,Rhoa,Ppp1cc"
"Ghsr" "mmu04024" "Camk2g,Map2k1,Nfkb1,Atp1a1,Pde4b"
"Ghsr" "mmu04024" "Rac1,Pik3r3,Akt3,Braf,Mapk1,Prkacb,Creb3l2,Ep300,F2r,Atp2a2"
"Ghsr" "mmu04024" "Pik3cd,Map2k2,Bad,Orai1"
"Ghsr" "mmu04024" "Pik3r2,Akt2"
"Ghsr" "mmu04024" "Atp1a2,Atp1b2,Fxyd1"
"Ghsr" "mmu04080" "Adrb2,P2ry2"
"Ghsr" "mmu04080" "Ednra,Chrnb1,Ghr"
"Ghsr" "mmu04080" "Avpr1a,Ptger4,S1pr3"
"Ghsr" "mmu04080" "F2r,Lpar6"
"Ghsr" "mmu04080" "S1pr2,P2rx4"
"Ghsr" "mmu04080" "Calcrl,Nr3c1"
"Sstr1" "mmu04024" "Npr1,Adcy9,Ptch1,Atp2b4"
"Sstr1" "mmu04024" "Gnas,Adcy6,Pde3a"
"Sstr1" "mmu04024" "Gabbr1,Camk2d,Pld1,Mllt4,Pik3r1,Fos,Jun"
"Sstr1" "mmu04024" "Ednra,Myl9"
"Sstr1" "mmu04024" "Gnai3,Mapk8,Rap1a,Vav3,Ppp1cb,Creb1,Rock1,Rock2,Ppp1r12a,Atp2b1"
"Sstr1" "mmu04024" "Gnai2,Akt1"
"Sstr1" "mmu04024" "Adcy4,Rras,Mapk3,Rela,Lipe,Slc9a1"
"Sstr1" "mmu04024" "Calm1,Atp1b3"
"Sstr1" "mmu04024" "Calm3,Prkaca"
"Sstr1" "mmu04024" "Calm2,Mapk9,Rap1b,Rhoa,Ppp1cc"
"Sstr1" "mmu04024" "Camk2g,Map2k1,Nfkb1,Atp1a1,Pde4b"
"Sstr1" "mmu04024" "Rac1,Pik3r3,Akt3,Braf,Mapk1,Prkacb,Creb3l2,Ep300,F2r,Atp2a2"
"Sstr1" "mmu04024" "Pik3cd,Map2k2,Bad,Orai1"
"Sstr1" "mmu04024" "Pik3r2,Akt2"
"Sstr1" "mmu04024" "Atp1a2,Atp1b2,Fxyd1"
"Sstr1" "mmu04080" "Adrb2,P2ry2"
"Sstr1" "mmu04080" "Ednra,Chrnb1,Ghr"
"Sstr1" "mmu04080" "Avpr1a,Ptger4,S1pr3"
"Sstr1" "mmu04080" "F2r,Lpar6"
"Sstr1" "mmu04080" "S1pr2,P2rx4"
"Sstr1" "mmu04080" "Calcrl,Nr3c1"
"Sstr2" "mmu04024" "Npr1,Adcy9,Ptch1,Atp2b4"
"Sstr2" "mmu04024" "Gnas,Adcy6,Pde3a"
"Sstr2" "mmu04024" "Gabbr1,Camk2d,Pld1,Mllt4,Pik3r1,Fos,Jun"
"Sstr2" "mmu04024" "Ednra,Myl9"
"Sstr2" "mmu04024" "Gnai3,Mapk8,Rap1a,Vav3,Ppp1cb,Creb1,Rock1,Rock2,Ppp1r12a,Atp2b1"
"Sstr2" "mmu04024" "Gnai2,Akt1"
"Sstr2" "mmu04024" "Adcy4,Rras,Mapk3,Rela,Lipe,Slc9a1"
"Sstr2" "mmu04024" "Calm1,Atp1b3"
"Sstr2" "mmu04024" "Calm3,Prkaca"
"Sstr2" "mmu04024" "Calm2,Mapk9,Rap1b,Rhoa,Ppp1cc"
"Sstr2" "mmu04024" "Camk2g,Map2k1,Nfkb1,Atp1a1,Pde4b"
"Sstr2" "mmu04024" "Rac1,Pik3r3,Akt3,Braf,Mapk1,Prkacb,Creb3l2,Ep300,F2r,Atp2a2"
"Sstr2" "mmu04024" "Pik3cd,Map2k2,Bad,Orai1"
"Sstr2" "mmu04024" "Pik3r2,Akt2"
"Sstr2" "mmu04024" "Atp1a2,Atp1b2,Fxyd1"
"Sstr2" "mmu04080" "Adrb2,P2ry2"
"Sstr2" "mmu04080" "Ednra,Chrnb1,Ghr"
"Sstr2" "mmu04080" "Avpr1a,Ptger4,S1pr3"
"Sstr2" "mmu04080" "F2r,Lpar6"
"Sstr2" "mmu04080" "S1pr2,P2rx4"
"Sstr2" "mmu04080" "Calcrl,Nr3c1"
"Sstr2" "mmu04971" "Gnaq,Plcb4,Itpr1,Adcy6"
"Sstr2" "mmu04971" "Itpr3,Adcy9"
"Sstr2" "mmu04971" "Calm1,Calm2"
"Sstr2" "mmu04971" "Calm3,Prkaca"
"Sstr2" "mmu04971" "Camk2g,Mylk"
"Sstr2" "mmu04971" "Gnas,Prkacb"
"Sstr2" "mmu04971" "Adcy4,Slc9a1"
"Sstr2" "mmu04971" "Atp1a2,Atp1b2"
"Sstr3" "mmu04080" "Adrb2,P2ry2"
"Sstr3" "mmu04080" "Ednra,Chrnb1,Ghr"
"Sstr3" "mmu04080" "Avpr1a,Ptger4,S1pr3"
"Sstr3" "mmu04080" "F2r,Lpar6"
"Sstr3" "mmu04080" "S1pr2,P2rx4"
"Sstr3" "mmu04080" "Calcrl,Nr3c1"
"Sstr4" "mmu04080" "Adrb2,P2ry2"
"Sstr4" "mmu04080" "Ednra,Chrnb1,Ghr"
"Sstr4" "mmu04080" "Avpr1a,Ptger4,S1pr3"
"Sstr4" "mmu04080" "F2r,Lpar6"
"Sstr4" "mmu04080" "S1pr2,P2rx4"
"Sstr4" "mmu04080" "Calcrl,Nr3c1"
"Sstr5" "mmu04024" "Npr1,Adcy9,Ptch1,Atp2b4"
"Sstr5" "mmu04024" "Gnas,Adcy6,Pde3a"
"Sstr5" "mmu04024" "Gabbr1,Camk2d,Pld1,Mllt4,Pik3r1,Fos,Jun"
"Sstr5" "mmu04024" "Ednra,Myl9"
"Sstr5" "mmu04024" "Gnai3,Mapk8,Rap1a,Vav3,Ppp1cb,Creb1,Rock1,Rock2,Ppp1r12a,Atp2b1"
"Sstr5" "mmu04024" "Gnai2,Akt1"
"Sstr5" "mmu04024" "Adcy4,Rras,Mapk3,Rela,Lipe,Slc9a1"
"Sstr5" "mmu04024" "Calm1,Atp1b3"
"Sstr5" "mmu04024" "Calm3,Prkaca"
"Sstr5" "mmu04024" "Calm2,Mapk9,Rap1b,Rhoa,Ppp1cc"
"Sstr5" "mmu04024" "Camk2g,Map2k1,Nfkb1,Atp1a1,Pde4b"
"Sstr5" "mmu04024" "Rac1,Pik3r3,Akt3,Braf,Mapk1,Prkacb,Creb3l2,Ep300,F2r,Atp2a2"
"Sstr5" "mmu04024" "Pik3cd,Map2k2,Bad,Orai1"
"Sstr5" "mmu04024" "Pik3r2,Akt2"
"Sstr5" "mmu04024" "Atp1a2,Atp1b2,Fxyd1"
"Sstr5" "mmu04080" "Adrb2,P2ry2"
"Sstr5" "mmu04080" "Ednra,Chrnb1,Ghr"
"Sstr5" "mmu04080" "Avpr1a,Ptger4,S1pr3"
"Sstr5" "mmu04080" "F2r,Lpar6"
"Sstr5" "mmu04080" "S1pr2,P2rx4"
"Sstr5" "mmu04080" "Calcrl,Nr3c1"
"F2rl3" "mmu04015" "Rap1a,Crk,Gnai3,Prkci,Krit1,Kras"
"F2rl3" "mmu04015" "Mras,Efna1"
"F2rl3" "mmu04015" "Dock4,Gnas,Adcy6,Gnaq,Plcb4,Pdgfd,Vegfc,Crkl,Magi3,Rapgef2,Rapgef6,Plcg1,Mllt4,Pik3r1,Akt3"
"F2rl3" "mmu04015" "Calm1,Calm2,Rala,Cdc42"
"F2rl3" "mmu04015" "Calm3,Gnai2,Akt1"
"F2rl3" "mmu04015" "F2r,Insr,Ctnnb1,Thbs1,Rac1,Ctnnd1,Itgb1,Braf,Mapk1,Pik3r3"
"F2rl3" "mmu04015" "Lpar1,Egfr"
"F2rl3" "mmu04015" "Adcy4,Prkd2"
"F2rl3" "mmu04015" "Adcy7,Igf1"
"F2rl3" "mmu04015" "Adcy9,Rapgef1,Sipa1l1"
"F2rl3" "mmu04015" "Plcb3,Tek"
"F2rl3" "mmu04015" "Fgf1,Gnao1"
"F2rl3" "mmu04015" "Kitl,Ralb,Map2k1"
"F2rl3" "mmu04015" "Igf1r,Farp2"
"F2rl3" "mmu04015" "Bcar1,Sipa1l2"
"F2rl3" "mmu04015" "Magi1,Tln1"
"F2rl3" "mmu04015" "Prkd1,Actg1"
"F2rl3" "mmu04015" "Prkd3,Pik3ca"
"F2rl3" "mmu04015" "Sipa1,Mapk3,Mapk12,Rras"
"F2rl3" "mmu04015" "Itga2b,Pard6a,Map2k2,Pik3cd"
"F2rl3" "mmu04015" "Itgb3,Vasp"
"F2rl3" "mmu04015" "Pfn1,Actb"
"F2rl3" "mmu04015" "Pfn2,Map2k6"
"F2rl3" "mmu04015" "Rhoa,Mapk14"
"F2rl3" "mmu04015" "Map2k3,Mapk11"
"F2rl3" "mmu04015" "Pik3r2,Akt2"
"F2rl3" "mmu04080" "Adrb2,P2ry2"
"F2rl3" "mmu04080" "Ednra,Chrnb1,Ghr"
"F2rl3" "mmu04080" "Avpr1a,Ptger4,S1pr3"
"F2rl3" "mmu04080" "F2r,Lpar6"
"F2rl3" "mmu04080" "S1pr2,P2rx4"
"F2rl3" "mmu04080" "Calcrl,Nr3c1"
"F2rl3" "mmu04610" "Procr,Cd55"
"F2rl3" "mmu04610" "F2r,Plat"
"F2rl3" "mmu04610" "C1qa,C1qc"
"F2rl3" "mmu04610" "C1ra,Cfh,Serping1"
