"receptor" "pathway_id" "genes_in_cluster"
"Il10rb" "mmu05169" "Gm11127"
"Il10rb" "mmu05169" "Akap8l,Hspa1a,Hspa1b,Hspb1,Jun"
"Il10rb" "mmu05169" "Hspa2"
"Il10rb" "mmu05169" "Ywhae,Ptma"
"Il10rb" "mmu05169" "Ywhag,Myc,Psmd3,Relb,Nfkb2,Map2k3"
"Il10rb" "mmu05169" "Hdac5,Ncor2,Rela"
"Il10rb" "mmu05169" "Rbpj"
"Il10rb" "mmu05169" "Trp53,Traf2"
"Il10rb" "mmu05169" "Tbp"
"Il10rb" "mmu05169" "Cdkn1a,Icam1"
"Il10rb" "mmu05169" "Mdm2,Traf3,Nfkbia,Tnfaip3"
"Il10rb" "mmu05169" "Psmc2,Psmc1,Psmd2,Psmd1,Psmd12,Psmd11,Psmd6,Psmd14"
"Il10rb" "mmu05169" "Psmc4,Psmc5,Psmd7"
"Il10rb" "mmu05169" "Shfm1"
"Il10rb" "mmu05169" "Csnk2a2"
"Il10rb" "mmu05169" "Cdkn1b"
"Il10rb" "mmu05169" "Cdk2"
"Il10rb" "mmu05169" "Pik3r2,Tradd,Tab1,Irf3"
"Il10rb" "mmu05169" "Akt2"
"Il10rb" "mmu05169" "Gsk3b"
"Il10rb" "mmu05169" "Traf5"
"Il10rb" "mmu05169" "Map3k14"
"Il10rb" "mmu05169" "Ripk1,Jak1"
"Il10rb" "mmu05169" "Ikbkg,Mapk14"
"Il10rb" "mmu05169" "Ikbkb,Map2k7"
"Il10rb" "mmu05169" "Nfkbie"
"Il10rb" "mmu05169" "Nfkb1,Vim"
"Il10rb" "mmu05169" "Irak1,Plcg1"
"Il10rb" "mmu05169" "Mapk12"
"Il10rb" "mmu05169" "Cd44"
"Il10rb" "mmu05169" "Lyn"
"Il10rb" "mmu05169" "Ddx58"
"Il10rb" "mmu05169" "Eif2ak1"
"Il10rb" "mmu05169" "Tyk2"
"Il10rb" "mmu05169" "Stat3"
"Ephb2" "mmu04360" "Ntn1,Boc"
"Ephb2" "mmu04360" "Plcg1,Srgap2,Gsk3b,Arhgef12,Ssh2"
"Ephb2" "mmu04360" "Ppp3cc,Cfl2"
"Ephb2" "mmu04360" "Ppp3ca,Ppp3cb,Ppp3r1,Nfatc3,Ptk2,Cdc42,Nck1,Pak2,Kras,Mapk1,Gnai3,Nrp1,Itgb1,Camk2d"
"Ephb2" "mmu04360" "Fyn,Ablim1"
"Ephb2" "mmu04360" "Rac1,Ptpn11,Enah"
"Ephb2" "mmu04360" "Pak4"
"Ephb2" "mmu04360" "Rhoa"
"Ephb2" "mmu04360" "Unc5b"
"Ephb2" "mmu04360" "Efna1"
"Ephb2" "mmu04360" "Efnb1,Fes"
"Ephb2" "mmu04360" "Efnb2,Nck2"
"Ephb2" "mmu04360" "Ephb4,Gnai2,Plxna1,Plxnb2"
"Ephb2" "mmu04360" "Abl1,Rgs3"
"Ephb2" "mmu04360" "Nras"
"Ephb2" "mmu04360" "Mapk3,Rras"
"Ephb2" "mmu04360" "Cxcl12"
"Ephb2" "mmu04360" "Limk2,Ilk"
"Ephb2" "mmu04360" "Cfl1"
"Ephb2" "mmu04360" "Rhod"
"Ephb2" "mmu04360" "Rnd1"
"Ephb2" "mmu04360" "Dpysl2"
"Ephb2" "mmu04360" "Cdk5,Pik3r2"
"Ephb2" "mmu04360" "Sema4c,Camk2g"
"Ephb2" "mmu04360" "Sema6d"
"Ephb2" "mmu04360" "Raf1"
"Ephb2" "mmu04360" "Smo"
"Ephb2" "mmu04360" "Ryk"
"Flt1" "mmu05323" "Icam1,Il6"
"Flt1" "mmu05323" "Il15"
"Flt1" "mmu05323" "Tlr2,Vegfa"
"Flt1" "mmu05323" "Tlr4,Ctsl"
"Flt1" "mmu05323" "Jun,Fos"
"Flt1" "mmu05323" "Tgfb1,Atp6v0a1,Tcirg1"
"Flt1" "mmu05323" "Tgfb3"
"Flt1" "mmu05323" "Csf1,Ccl2"
"Flt1" "mmu05323" "Atp6v1a,Atp6v1c1,Atp6v1h"
"Flt1" "mmu05323" "Atp6v1b2,Atp6v1d,Atp6v1e1,Atp6v1f,Atp6v1g1,Atp6v0e,Atp6v0b"
"Flt1" "mmu05323" "Atp6v0a2"
"Flt1" "mmu05323" "Atp6v0d1"
"Flt1" "mmu05323" "Atp6ap1"
"Flt1" "mmu05323" "Ctsk"
"Flt1" "mmu05323" "Cxcl12"
"Flt1" "mmu05323" "Tek"
"Itga9" "mmu05414" "Itga5"
"Itga9" "mmu05414" "Itga9"
"Itga9" "mmu05414" "Itgav"
"Itga9" "mmu05414" "Itgb1,Tpm1,Tpm4,Prkacb,Atp2a2"
"Itga9" "mmu05414" "Itgb3"
"Itga9" "mmu05414" "Itgb5,Cacnb3"
"Itga9" "mmu05414" "Sgcb"
"Itga9" "mmu05414" "Dag1"
"Itga9" "mmu05414" "Des"
"Itga9" "mmu05414" "Actb"
"Itga9" "mmu05414" "Actg1"
"Itga9" "mmu05414" "Tpm2"
"Itga9" "mmu05414" "Tpm3"
"Itga9" "mmu05414" "Emd"
"Itga9" "mmu05414" "Lmna"
"Itga9" "mmu05414" "Gnas"
"Itga9" "mmu05414" "Adcy4"
"Itga9" "mmu05414" "Adcy6"
"Itga9" "mmu05414" "Prkaca,Tgfb1"
"Itga9" "mmu05414" "Tgfb3"
"Itgb1" "mmu05414" "Itga5"
"Itgb1" "mmu05414" "Itga9"
"Itgb1" "mmu05414" "Itgav"
"Itgb1" "mmu05414" "Itgb1,Tpm1,Tpm4,Prkacb,Atp2a2"
"Itgb1" "mmu05414" "Itgb3"
"Itgb1" "mmu05414" "Itgb5,Cacnb3"
"Itgb1" "mmu05414" "Sgcb"
"Itgb1" "mmu05414" "Dag1"
"Itgb1" "mmu05414" "Des"
"Itgb1" "mmu05414" "Actb"
"Itgb1" "mmu05414" "Actg1"
"Itgb1" "mmu05414" "Tpm2"
"Itgb1" "mmu05414" "Tpm3"
"Itgb1" "mmu05414" "Emd"
"Itgb1" "mmu05414" "Lmna"
"Itgb1" "mmu05414" "Gnas"
"Itgb1" "mmu05414" "Adcy4"
"Itgb1" "mmu05414" "Adcy6"
"Itgb1" "mmu05414" "Prkaca,Tgfb1"
"Itgb1" "mmu05414" "Tgfb3"
"Kdr" "mmu05205" "Cd44,Plaur"
"Kdr" "mmu05205" "Cttn,Mapk1,Rac1,Actg1,Msn,Ptpn11"
"Kdr" "mmu05205" "Erbb2,Tgfb1,Prkaca"
"Kdr" "mmu05205" "Grb2"
"Kdr" "mmu05205" "Kras,Cdc42,Akt3,Ppp1cb,Ppp1cc,Ddx5,Pdpk1,Ctnnb1,Hif1a,Itgb1,Rdx,Ptk2,Prkacb,Smad2"
"Kdr" "mmu05205" "Nras,Itgav"
"Kdr" "mmu05205" "Rras,Mapk3,Ppp1r12c,Mapk12"
"Kdr" "mmu05205" "Rras2"
"Kdr" "mmu05205" "Mras,Sdc1"
"Kdr" "mmu05205" "Raf1"
"Kdr" "mmu05205" "Araf"
"Kdr" "mmu05205" "Map2k1,Cav1,Cav2"
"Kdr" "mmu05205" "Map2k2,Nudt16l1"
"Kdr" "mmu05205" "Iqgap1,Flna,Flnb,Mtor"
"Kdr" "mmu05205" "Elk1"
"Kdr" "mmu05205" "Ccnd1"
"Kdr" "mmu05205" "Actb"
"Kdr" "mmu05205" "Arhgef1,Akt1,Slc9a1,Pxn,Hspg2"
"Kdr" "mmu05205" "Rhoa,Drosha"
"Kdr" "mmu05205" "Gab1"
"Kdr" "mmu05205" "Pik3r2,Akt2,Itgb5"
"Kdr" "mmu05205" "Ppp1ca"
"Kdr" "mmu05205" "Arhgef12,Itpr1,Timp3,Fzd4,Plcg1"
"Kdr" "mmu05205" "Itpr2,Igf1r"
"Kdr" "mmu05205" "Camk2d,Dcn,Tlr4,Ctsl"
"Kdr" "mmu05205" "Camk2g"
"Kdr" "mmu05205" "Stat3"
"Kdr" "mmu05205" "Rps6kb2"
"Kdr" "mmu05205" "Eif4b"
"Kdr" "mmu05205" "Rps6"
"Kdr" "mmu05205" "Cd63"
"Kdr" "mmu05205" "Cdkn1a"
"Kdr" "mmu05205" "Tlr2,Ezr"
"Kdr" "mmu05205" "Myc"
"Kdr" "mmu05205" "Vegfa,Sdc4"
"Kdr" "mmu05205" "Cblb,Thbs1"
"Kdr" "mmu05205" "Mmp2,Fn1,Col1a1,Col1a2"
"Kdr" "mmu05205" "Fas"
"Kdr" "mmu05205" "Mdm2,Hbegf"
"Kdr" "mmu05205" "Trp53,Itga5"
"Kdr" "mmu05205" "Plau"
"Kdr" "mmu05205" "Vtn,Igf2"
"Kdr" "mmu05205" "Itgb3"
"Kdr" "mmu05205" "Fzd8,Fgfr1"
"Kdr" "mmu05205" "Smo"
"Kdr" "mmu05205" "Mapk14"
